200,Thunderstorm
300,Drizzle
500,Rain
600,Snow
701,Mist
711,Smoke
721,Haze
731,Dust
741,Fog
751,Sand
761,Dust
762,Ash
771,Squall
781,Tornado
800,Clear
801,Clouds
